Produktnummer;Produktname;Lagerkürzel;Lagerplatz;Standardlagerplatz;Bestand
SW11333;Schlauch, Einfüllstutzen - Tank, Golf 1 &Co mit Vergaser, OE Ref. N90119601;HL;2-N17-202-5;yes;6
SW11334;Drosselklappen Stutzen T3 2,1L MKB DJ, MV, SR OE Ref. 025133061F;HL;;no;0
SW11335;Drosselklappen Steller, T3 Bus, 2L, 1.9L, MKB DG / SP, OE Ref. 025129082;HL;2-N17-303-1;yes;1
SW11336;Lampenfassung für Schalter Armaturenbrett Golf 1 &Co, T3 und T4 OE Ref. 141957397A;HL;2-N7-704-3;yes;5
SW11337;Heckklappendämpfer/ Gasdruckfeder  Scirocco 1, OE Ref. 531827550B;HL;2-I13-801;yes;2
SW11338;Motorlager vorne, Hydrolager, Golf 2& Co Diesel und G60, OE Ref. 191199279C;HL;2-L1-506;yes;1
SW11339;Hammerschraube, Zahnriehmenschutz Golf &Co, T3 OE Ref. N90053401;HL;2-O3-603-1;yes;10
SW11340;Haltegriff, Türgriff Innen, Schwarz, T3 Bus, OE Ref. 251867161 01C;HL;L-18-01-38;yes;2
SW11341;Spreizmutter für Haltegriff, Golf 1 & T3, OE Ref. 111867199;HL;2-O5-401-4;yes;1
SW11342;Linsenblechschraube 4.2x19mm Golf &Co, OE Ref. N0139671;HL;2-O1-703-1;yes;447
SW11343;Linsenblechschraube, 6.3x32 mm, Golf &Co, OE Ref. N0139461;HL;2-O1-701-4;yes;20
SW11344;Haltegriff, Türgriff Innen, Braun, T3 Bus, OE Ref. 251867161 90V;HL;L-18-01-39;yes;0
SW11345;Unterlage in Braun, Haltegriff oben, Einstieg Beifahrertür, T3, OE Ref. 251857615 90V;HL;2-N13-601-5;yes;1
SW11346;Unterlage in Braun, Haltegriff unten, Einstieg Beifahrertür, T3, OE Ref. 251857616 90V;HL;2-N13-602-5;yes;2
SW11347;Hebeschiene für Fensterheber, T3 OE Ref. 281837571;HL;M-01-7-10;yes;2
SW11348;Endschalldämpfer EDELSTAHL-Version, T3 1,9L mit MKB DH bis BJ 07/85 OE Ref. 025251053E;HL;3-D2-601;yes;1
SW11349;Schmutzfänger Vorne Links, T3 Syncro OE Ref. 251821809A;HL;N-11-0-2-4;yes;1
SW11350;Schmutzfänger Vorne Rechts, T3 Syncro OE Ref. 251821810A;HL;2-K7-702;yes;1
SW11351;Schmutzfänger Hinten Links, T3 Syncro OE Ref. 251821811B;HL;2-K7-701;yes;1
SW11352;Schmutzfänger Hinten Rechts, T3 Syncro OE Ref. 251821812B;HL;N-30-3-1;yes;0
SW11353;Radhausabdeckung, Verbreiterung Vorne Links, T3 16 Zoll Syncro OE Ref. 251853717;HL;;no;0
SW11354;Radhausabdeckung, Verbreiterung Vorne Rechts, T3 16 Zoll Syncro OE Ref. 251853718;HL;;no;0
SW11355;Radhausabdeckung, Verbreiterung hinten links, T3 16 Zoll Syncro OE Ref. 251853817;HL;;no;0
SW11356;Radhausabdeckung, Verbreiterung Hinten Rechts, T3 16 Zoll Syncro OE Ref. 251853818;HL;;no;0
SW11357;Hauptlagersatz, Kurbelwelle T3 1,9 und 2,1L ab Bj. 11/86 OE Ref. 025198461A;HL;2-M5-404-5;yes;1
SW11358;Hauptlagersatz, Kurbelwelle T3 1,9 bis Bj. 11/86 OE Ref. 025198461;HL;2-M5-104-2;yes;1
SW11359;Motordichtsatz komplett, T3 1,9 und 2,1 Liter OE Ref. 025198009B;HL;2-M3-607;yes;1
SW11360;Ladedruckschlauch Golf 2 G60 OE Ref. 191145834B;HL;;no;0
SW11361;Pleuellager Satz , Golf  &Co 1,6-1,7 Liter Diesel und Turbodiesel OE Ref. 068198501;HL;M-04-1-2-3;yes;1
SW11362;Pleuelbuchse, Golf  &Co 1,6-1,7 Liter Diesel und Turbodiesel OE Ref. 069105431A;HL;2-M1-201-6;yes;4
SW11363;Kurbelwellenlager Satz , Golf  &Co 1,6-1,7 Liter Diesel und Turbodiesel OE Ref. 026198491;HL;2-M1-201-4;yes;1
SW11364;Pleuelmutter, Golf  &Co und T3 1,6-1,7 Liter und 2,1L WBX OE Ref. 068105427;HL;2-O3-702-6;yes;3
SW11365;Kolben und Zylinder Satz für T3 1,9L WBX OE Ref. 025198075;HL;;no;0
SW11366;Kolben und Zylinder Satz für T3 2,1L WBX OE Ref. 025198075D;HL;;no;0
SW11367;Nockenwelle Lagersatz, T3 1.9L & 2.1L, Benziner, OE Ref. 025198541;HL;2-M5-302-6;yes;2
SW11368;Stößelstange 272mm, T3 1,6L-2,1L Benziner mit Hydrostößel OE Ref. 025109301;HL;N-01-0-3-4;yes;2
SW11369;Federklammer für Kipphebelwelle, T3 1,6L-2,1L Benziner OE Ref. 025109439A;HL;2-M1-201-5;yes;8
SW11370;Anlaufscheibe für Kipphebelwelle, T3 1,6L-2,1L Benziner OE Ref. 025109435;HL;;no;0
SW11371;Schwinghebel für Kipphebelwelle, T3 MKB DJ,MV,SR OE Ref. 025109405A;HL;;no;0
SW11372;Dichtring, Simmerring Kurbelwelle T3 1,9&2,1L WBX OE Ref. 025105247A;HL;2-M1-501-6;yes;1
SW11373;Schraube für Riemenscheibe an Kurbelwelle T3 Benziner,  OE Ref. 025105263;HL;pickware_unknown_location;no;2
SW11374;Tellerfeder für Schraube an Kurbelwelle T3 Benziner,  OE Ref. 111105259;HL;2-O5-504-6;yes;1
SW11375;Kontaktgeber für Zentralverriegelung Schiebetür T3 OE Ref. 253959375;HL;;no;0
SW11376;Kontaktplatte für Zentralverriegelung Schiebetür T3 OE Ref. 253959377;HL;;no;0
SW11377;Stellmotor für Zentralverriegelung T3, T4 Bus OE Ref. 7D0959781A;HL;L-16-3-4-3;yes;1
SW11378;Ansaugverteiler T3 passend für 1,9L mit MKB DH OE Ref. 025133055B;HL;;no;0
SW11379;Dichtung zwischen Drosselklappe und Ansaugkrümmer, T3 1,9 Motor Code GW,DH OE Ref. 022133073A;HL;2-M5-302-5;yes;1
SW11380;Schlauch für Ansauganlage  T3 1,9 -2,0L Einspritzer  OE Ref. 039133241;HL;2-K2-301-1;yes;4
SW11381;Außenschweller Links T3 Pritsche OE Ref. 246809293;HL;3-H3-608;yes;1
SW11382;Außenschweller Rechts T3 Pritsche OE Ref. 245809294;HL;3-H3-213;yes;1
SW11383;Außenschweller Links T3 Doka OE Ref. 248809293;HL;3-F3-201;yes;0
SW11384;Außenschweller Rechts T3 Doka OE Ref. 247809294;HL;3-F3-202;yes;1
SW11385;Knopf, Hebel, Klimaanlage Bedienelement, Golf 1 &Co, Passat, OE Ref. 171820129;HL;2-O5-404-3;yes;2
SW11386;Simmerring Antriebswellenflansch rechts Golf 2& Co bis 1,3L Hubraum OE Ref. 084409189B;HL;2-M1-304-3;yes;1
SW11387;Simmerring Antriebswellenflansch links Golf 2& Co bis 1,3L Hubraum OE Ref. 084409189C;HL;2-M1-304-4;yes;1
SW11388;Halter für Multivan-Beplankung seitlich, inkl. montagematerial  T3 OE Ref. 255853985;HL;;no;0
SW11389;Halter für Multivan-Beplankung an der Türen, inkl. montagematerial  T3 OE Ref. 255853993;HL;;no;0
SW11390;Halter für Multivan-Beplankung an der Schiebetür, inkl. montagematerial  T3 OE Ref. 255853986;HL;;no;0
SW11391;Montagesatz für GFK Beplankung T3 Carat und Multivan OE Ref. 255853999;HL;;no;0
SW11392;Kreuzgelenk für Umbau auf Servolenkung, Golf 1 &Co, OE Ref. 175422951A;HL;N-26-7-2;yes;0
SW11393;Lenkgetriebe, Servolenkung Golf 1 &Co, OE Ref. 175422061;HL;3-F1-302;yes;2
SW11394;Halter für Ausgleichsbehälter der Servolenkung, Golf 1 &Co OE Ref. 161422845B;HL;N-01-0-3-1;yes;1
SW11395;Halter für Schläuche der Servolenkung, Golf 1 &Co OE Ref. 175422161B;HL;N-05-4-2-2;yes;1
SW11396;Schmutzfänger vorne Links, T3 OE Ref. 251821809;HL;2-K7-604;yes;1
SW11397;Schmutzfänger vorne Rechts, T3 OE Ref. 251821810;HL;2-K7-603;yes;1
SW11398;Schmutzfänger hinten Links, T3 OE Ref. 251821811A;HL;2-K7-602;yes;1
SW11399;Schmutzfänger hinten Rechts, T3 OE Ref. 251821812A;HL;2-K7-601;yes;1
SW11400;Schmutzfänger komplett Set, inkl. Edelstahl Beschlägen und Montagematerial für den T3;HL;;no;0
SW11401;Gleichlaufgelenk für Antriebswelle, vorne, radseitig,T3 Syncro 14Zoll, OE Ref. 251498099A;HL;2-L2-203;yes;2
SW11402;Kreuzgelenk für Servolenkung, Golf 2 &Co, OE Ref. 191419951B;HL;2-K6-307;yes;1
SW11403;Führungsschiene für Fahrer-oder Beifahrersitz vorne T3 OE Ref. 251801345;HL;3-F10-801;yes;1
SW11404;Lenkgetriebe für Servolenkung Komplett-Kit, Set für Golf 1 &Co;HL;;no;0
SW11409;Spurstangen-Set mit Lenkmanschetten, beidseitig, für Golf 1 &Co;HL;;no;0
SW11410;Schraube, M8x95mm für Generator / Lima, OE Ref. N0447591;HL;2-O5-705-3;yes;1
SW11411;Einlassventil, passend für T3 Bus, 1.9-2.1L, OE Ref. 025109601C;HL;;no;0
SW11412;Auslassventil Diesel und Turbodiesel Golf, Passat und T3 OE Ref. 068109611D;HL;;no;0
SW11413;Auslassventil, Golf &Co 1,6-1,8L Benziner OE Ref. 053109611;HL;2-M5-403-5;yes;8
SW11414;Auslassventil, passend für T3 Bus, 1.9-2.1L, OE Ref. 025109612A;HL;;no;0
SW11415;Einlassventil Diesel und Turbodiesel Golf, Passat und T3 OE Ref. 068109601D;HL;;no;0
SW11416;Einlassventil, Golf &Co 1,6-1,8L Benziner OE Ref. 035109601K;HL;2-M5-403-3;yes;4
SW11418;Ventilführung für Ein- oder Auslassventil, Golf &Co 1,6-1,8L Benziner und Diesel & T4 OE Ref. 056103;HL;2-M3-304-3;yes;8
SW11419;Ventilführung für Ein- oder Auslassventil, Golf 2 &Co 16V OE Ref. 027103419;HL;;no;0
SW11420;Kupplungssatz, Durchmesser 180mm, Zähnezahl 24, Golf &Co, Polo, 0,9 -1,3L, OE Ref. 052198141AX;HL;R25-162-2;yes;0
SW11421;Vergaser Gehäuse Oberteil, T3 1,9L WBX MKB DG OE Ref. 025129109A;HL;;no;0
SW11422;Aktivkohlefilter für Tankentlüftung, Golf &Co, T3 Bus, OE Ref. 1H0201801C;HL;2-L7-601;yes;1
SW11423;Hosenrohr, Golf 2 &Co GTI (107-139PS) mit Kat, OE Ref. 191253091BB;HL;pickware_unknown_location;no;1
SW11424;Simmerring Schwungrad Seite, T3 1,6L Benziner OE Ref. 113105245F;HL;2-M1-302-5;yes;2
SW11425;Servoschlauch-Satz, Set für Servoleitungen, für Golf 1 &Co;HL;;no;0
SW11426;Schwungrad  T3 1,6L Benziner MKB CT CZ OE Ref. 043105271;HL;;no;0
SW11427;Hohlschraube mit Nadellager für Schwungrad  T3 1,6L Benziner MKB CT CZ OE Ref. 111105305E;HL;R24-067-09;yes;1
SW11428;Dichtring 59,4X3 mm Schwungrad Seite, T3 1,6L Benziner OE Ref. 311105295A;HL;2-M1-502-6;yes;1
SW11429;Simmerring Kurbelwelle Stirnseitig, T3 2,0L Benziner OE Ref. 021105247A;HL;2-M1-302-3;yes;2
SW11430;Schutzkappe für Wählhebel an der Schaltstange hinten T3 Benziner und Diesel OE Ref. 251711973-A;HL;2-N1-604-4;yes;2
SW11431;Führungshülsen Satz für Bremssattel, T3 ab 10/87, OE Ref. 251615125C;HL;2-N9-303-1;yes;2
SW11432;Blende für Kunstoff-Stoßstange, hinten beidseitig, T3, OE Ref. 255807397;HL;;no;0
SW11433;Himmel, Innenhimmel komplett T3 Bus ohne Schiebedach in Weiß gelocht OE Ref. 255867499;HL;;no;0
SW11434;Türverkleidung, Türpappe komplett für Vorne in Schwarz, T3 OE Ref. 251867015;HL;2-H5-801;yes;1
SW11435;Knopf für Höhenversteller, 3-Punktgurt, Golf 2 &Co, und T4 Bus, OE Ref. 191858727;HL;2-N11-401-3;yes;1
SW11436;Regelkopf für Gashand vom Herd in Grau  T3 Westfalia OE Ref. 255070601L;HL;2-O5-303-4;yes;2
SW11437;Aufstellstütze für Abdeckung Küchenteil T3 Joker ab Bj. 85 OE Ref. 255070126A;HL;;no;0
SW11438;Verteilerfinger mit Drehzahlbegrenzung Golf &Co 90-112PS OE Ref. 026905225;HL;2-L7-304-2;yes;2
SW11439;Verteilerfinger für Valeo/Ducellier Zündverteiler, Golf 2 &Co  OE Ref. 026905225K;HL;2-L7-302-3;yes;1
SW11440;Rücklicht Links, Schwarz/Rot, HELLA Fassung, Fahrerseite T3 OE Ref. 251945111D;HL;;no;0
SW11441;Rücklicht Rechts, Schwarz/Rot, HELLA Fassung, Beifahrerseite T3 OE Ref. 251945112D;HL;;no;0
SW11442;Leuchte für Handschuhfach, Golf &Co und T3 OE Ref. 171947311;HL;pickware_unknown_location;no;1
SW11443;Leuchte für Heizungsblende, Golf 1 &Co und T3 OE Ref. 321919039;HL;2-N7-803-2;yes;17
SW11444;Aufkleber, Reifendruck T3 mit 14 Zoll Bereifung OE Ref. 251010015K;HL;2-O5-302-4;yes;8
SW11445;Aufkleber, Reifendruck T3 mit 16 Zoll Bereifung OE Ref. 251010015T;HL;N-01-2-1-1;yes;1
SW11446;Bremsdruckminderer, Bremskraftregler Set 3/15er für G60, 16V, 1.8T, VR6 im Golf 1 &Co;HL;2-N7-404-4;yes;1
SW11447;Pleuelbuchsen Satz T3 2,0L LBX OE Ref. 021105431A;HL;2-M5-403-4;yes;1
SW11448;Pleuelbuchsen Satz T3 1,6L LBX OE Ref. 311105431A;HL;;no;0
SW11449;Einlassventil, passend für T3 1,6L OE Ref. 311109601;HL;;no;0
SW11450;Auslassventil, passend für T3 1,6L OE Ref. 043109611A;HL;;no;0
SW11452;Polklemme Batterie Satz, Plus Minus, T3 Golf &Co;HL;2-N5-202-5;yes;3
SW11453;Sechskantmutter M8x1,0 für Ventilspiel-Einstellung, T3 1,6L LBX, OE Ref. N0111521;HL;2-M5-401-5;yes;6
SW11454;Einstellschraube M8x1,0 für Ventilspiel-Einstellung, T3 1,6L LBX, OE Ref. 043109451;HL;2-M5-404-3;yes;11
SW11455;Kompletter Bremsen-Satz für 256mm Bremse, VA, Golf 2 GTI 16V &Co;HL;;no;0
SW11456;Zug Steuerklappe, Heizung, Golf 1 & Co bis Bj. 07/1980, OE Ref. 171819839C;HL;N-09-0-5;yes;1
SW11457;Pleuellager Satz , Golf  &Co 1,0-1,3L Benziner  OE Ref. 030105701G;HL;2-M3-302-5;yes;1
SW11458;Spreizniete für Abdeckkappe, Gurt an B- Säule, unten, Golf 1 &Co, Ref. 171857784;HL;M-04-0-3-4;yes;7
SW11459;Gleitstück für Schiebedach, Golf &Co OE Ref. 171877278;HL;;no;0
SW11460;Federn Satz für seitliche Spannseile am Verdeck, Golf 1 Cabrio, OE Ref. 151871953A;HL;M-06-1-1-6;yes;2
SW11461;Dichtung Gebläsekasten der Innenraumheizung, Golf 1 &Co, OE Ref. 171819070A;HL;;no;0
SW11462;Blinddeckel für Schalteröffnung am Armaturenbrett, Golf 1 & Co ab 08/80 und T3, OE Ref.: 861957087;HL;L-14-1-3-2;yes;13
SW11463;Radkappe in Chrom mit Wolfsburg Logo T3, OE Ref. 251601151A;HL;2-K5-204;yes;4
SW11464;Schutzblech für Stösselschutzrohr links, T3 WBX, OE Ref. 025109655;HL;L-18-01-19-1;yes;0
SW11465;Schutzblech für Stösselschutzrohr Rechts, T3 WBX, OE Ref. 025109656;HL;L-18-01-20-1;yes;0
SW11466;Halter für Bremsschlauch T3 Syncro Links, Vorderachse bis Bj. 86 OE Ref. 251611841;HL;2-N9-401-3;yes;1
SW11467;Halter für Bremsschlauch T3 Syncro Rechts, Vorderachse bis Bj. 86 OE Ref. 251611842;HL;2-N9-401-4;yes;1
SW11468;Radbremszylinder für Trommelbremse, T3 SYNCRO 16 Zoll, OE Ref. 251611047;HL;2-N7-305-3;yes;2
SW11469;Bremsen Set für Faustsattelbremse ab Bj. 1985, T3, OE Ref. 251407617K;HL;;no;0
SW11470;Bremsen Set für Festsattelbremse Vorne, T3 bis Bj. 07/86, OE Ref. 251407617A;HL;;no;0
SW11471;Bremsen Set für Trommelbremse, T3, OE Ref. 251609531;HL;;no;0
SW11472;Bremsen Set für Trommelbremse, T3 SYNCRO 16-Zoll, OE Ref. 291609527B;HL;;no;0
SW11473;Sechkantschraube M8X65 OE Ref. N01036112;HL;2-O5-801-6;yes;174
SW11474;Stabilisator Lagersatz inkl. Koppelstangen, T3 Syncro bis 88, OE Ref. 251411049F;HL;;no;0
SW11475;Stabilisator Lagersatz inkl. Koppelstangen, T3 Syncro ab 88, OE Ref. 251411049J & 251411049K;HL;;no;0
SW11476;Lager Satz für Stabilisator 23 mm, inkl. Montagematerial und Koppelstange, T3 bis Bj. 07/1984;HL;;no;0
SW11477;Dichtungsset für Windschutzscheibe inkl. Keder und Muffen ,T3 OE Ref. 255845121;HL;;no;0
SW11478;Dichtungsset für Fensterscheiben inkl. Keder und Muffen, T3 AB BJ. 84, OE Ref. 255845121;HL;;no;0
SW11479;Dichtungsset für Fensterscheiben inkl. Keder und Muffen, T3 BIS BJ. 84, OE Ref. 255845121;HL;;no;0
SW11480;Fensterschachtdichtungen Satz für Beifahrertür, mit Nut für Zierleiste, T3, OE Ref. 255837709;HL;;no;0
SW11481;Fensterschachtdichtungen Satz für Fahrertür, mit Nut für Zierleiste, T3, OE Ref. 255837709;HL;;no;0
SW11483;Stoßstange vorne, Chrom, komplett mit Montagematerial & Prallgummi, T3, OE Ref. 255807111;HL;;no;0
SW11484;"Folienschriftzug ""EXTRA"" für Polo 86C 2F OE Ref. 867853750T J85";HL;2-N3-0;yes;0
SW11485;Saugschlauch für Servolenkung Golf 2 &Co OE Ref. 191422881;HL;L-06-1-03;yes;2
SW11486;Fensterkurbel, schwarz mit Metallkern, Golf 1 &Co & T3 Bus, OE Ref. 321837581 01C;HL;2-N11-502-2;yes;4
SW11487;Polster Rückenlehne Standart Sitz T3 OE Ref. 251881775A;HL;2-E3-502;yes;3
SW11488;Reparaturblech Regenrinne, für Westfalia Hochdach T3, OE Ref. 255817300;HL;;no;0
SW11489;Reparaturblech Klemmleiste für Westfalia und Post Hochdach T3 OE Ref. 255817350;HL;3-H6-203;yes;2
SW11490;Reparaturblech Dachrahmen für Westfalia T3 OE Ref. 255817360;HL;3-H4-205;yes;4
SW11491;Reparaturblech, Laufschiene für Schiebetür, links unten, T3 OE Ref. 252801622B;HL;;no;0
SW11492;Kraftstoffrohr von Filter zur Einspritzpumpe, T3 Diesel bis Bj. 85, OE Ref. 251201217B;HL;2-N17-504-3;yes;1
SW11493;Kupplungsschlauch 450mm am Getriebe vor Nehmerzylinder T3 Syncro Diesel OE Ref. 251721477F;HL;N-01-4-4-1;yes;0
SW11494;Batterie Trägerblech hinten rechts T3 Diesel T3 OE Ref. 251801281;HL;3-F8-502;yes;1
SW11495;Verstärkung für Seitenwand Links Mitte T3 OE Ref. 251809189;HL;3-H4-209;yes;1
SW11496;Pleuellager Satz Standard T3 1,6L LBX und 1,9-2,1lWBX OE Ref. 113198701;HL;2-M3-304-2;yes;1
SW11497;Stützfeder für Motordeckel T3 Pritsche und Doka OE Ref. 211827401A;HL;M-06-2-3-2;yes;1
SW11498;Führungsstück für Stützfeder am Motordeckel T3 Pritsche und Doka OE Ref. 211827421;HL;L-16-5-1-4;yes;1
SW11499;Sechskantschraube für Stützfeder am Motordeckel T3 Pritsche und Doka OE Ref. 211827409A;HL;2-O5-402-4;yes;2
SW11500;Stützfeder inkl. Montagematerial für Motordeckel T3 Pritsche und Doka OE Ref. 211827401A;HL;;no;0
SW11501;Stehbolzen, Stiftschraube für Kipphebelwelle, T3 1,6L-2,1L Benziner OE Ref. 113101399B;HL;2-M5-404-2;yes;4
SW11503;Clip, Klammer für Rückenlehne Golf 1 Cabrio OE Ref. 823863203 01C;HL;2-N11-601-2;yes;11
SW11504;Gleitschuh für Schiebedach, Golf 1 &Co, OE Ref. 411877145;HL;N-05-5-4-3;yes;3
SW11505;Instrumentengehäuse Kombiinstrument Golf 1 &Co OE Ref. 161919053B;HL;2-I11-202;yes;2
SW11506;Lenkrad Zweispeichen Kunststoff, Golf 1 &Co, OE Ref. 171419091D 01C;HL;;no;0
SW11507;Zündverteiler, Golf 1 &Co, 1,5-1,8L bis Bj. 83 OE Ref. 055905206A;HL;;no;0
SW11508;Kühlmittelrohr, Ringleitung, Kühlwasser T3 Pritsche & Doka 1,9L OE Ref. 025121045D;HL;;no;0
SW11509;Nabendeckel, vorne rechts, geschlossen, T3 2WD, OE Ref. 251407692;HL;M-03-1-5;yes;13
SW11510;Abschirmblech, Hitzeblech für Hosenrohr Golf 2 &Co GTI  OE Ref. 357253701P;HL;3-B7-505;yes;2
SW11511;Abdeckblech zw. Motor und Getrieb für T3 Diesel OE Ref. 068103551;HL;;no;0
SW11512;Abdeckblech zw. Motor und Getriebe T3 Syncro Diesel OE Ref. 068103537;HL;;no;0
SW11513;Schaltmanschette, Schaltsack in mauritiusblau T3 OE Ref. 255711115 2HM;HL;;no;0
SW11514;Unterdruckschlauch für T3 OE Ref. 025133493;HL;;no;0
SW11515;Halter für Bremsschlauch T3 Syncro Links, Vorderachse ab Bj. 86 OE Ref. 251611841B;HL;2-N9-401-2;yes;1
SW11516;Querträger unter Heckblech oben, T3 OE Ref. 251813225A;HL;;no;0
SW11517;Halter für Bremsschlauch T3 Syncro Rechts, Vorderachse ab Bj. 86 OE Ref. 251611842B;HL;2-N9-401-5;yes;1
SW11518;Halter für Bremsschlauch, T3 Syncro im Radhaus, OE Ref. 251611823C;HL;2-N9-401-6;yes;10
SW11519;Laufschiene für rechte Schiebetür oben für T3 Bus, OE Ref. 251809902;HL;;no;0
SW11520;Radwelle, Achszapfen hinten für VW T3 Syncro mit 16 Zoll, OE Ref. 251501265;HL;N-05-3-1-5;yes;0
SW11521;Drehzahlmesser für Golf 1 &Co, OE Ref. 161919253;HL;;no;0
SW11522;Riemenscheibe für Lichtmaschine, Golf 2 GTI 16V bis Bj. 89, OE Ref. 026903119B;HL;;no;0
SW11523;Nockenwelle für Golf 2 und Passat 32b, MKB: EZ, HM, EW, HN, JU, EP, DT, OE Ref. 049109101K;HL;;no;0
SW11524;Nockenwelle für 1,5- und 1-6L- Motoren mit Vergaser, für Golf 1 &Co, OE Ref. 049109101C;HL;;no;0
SW11525;Nockenwelle für VW Diesel und Turbodiesel mit Hydrostößel ab Bj. 86 für Golf &Co, OE Ref. 068109101L;HL;;no;0
SW11526;Frontabschlußblech unten für Passat 32b, OE Ref. 321805581J;HL;;no;0
SW11527;Radzierkappe 168mm für ZANDVOORT Alufelge, für Golf  &Co, OE Ref. 191601149F;HL;R24-150-01;yes;4
SW11528;Seitenteil, Seitenwand außen links für T3 Doka, OE Ref. 247809159;HL;;no;0
SW11529;Zylinderkopf ab 1,5 Liter für Golf 1 &Co, OE Ref. 049103351;HL;;no;0
SW11530;Ölfilterhalter, Ölfilterflansch, für Golf &Co und T3 Diesel, OE Ref. 053115417;HL;;no;0
SW11531;Aussenspiegel Golf 2 &Co bis Bj. 87 links, konvex, einstellbar, OE Ref. 191857501E;HL;;no;0
SW11532;Außenspiegel Golf 2 &Co bis Bj. 87 links, elektrisch verstell- und beheizbar, OE Ref. 191857501B;HL;;no;0
SW11533;Gummipuffer, Anschlag für Service- bzw. Wartungsklappe, für T3 Bus, OE Ref. N90239301;HL;2-O5-401-2;yes;7
SW11534;Abgaskrümmer für Golf 2 G60, OE Ref. 037253031AM;HL;;no;0
SW11535;Kraftstoffpumpe für Golf 2 GTI 16V, MKB: PL & RD, OE Ref. 191906091J;HL;2-L5-302-2;yes;1
SW11536;Kühlmittelschlauch für Golf 2 GTI, Corrado, Scirocco 2, MKB: KR, PL, 9A, OE Ref. 051121053A;HL;N-11-0-2-1;yes;1
SW11537;Querträger für Wasserkühler, für Golf 2 & Jetta 2, OE Ref. 191199171E;HL;;no;0
SW11538;Radlagergehäuse vorne links für Polo 1 bis BJ. 1979, OE Ref. 867412025B;HL;;no;0
SW11539;Riemenscheibe für Kurbelwelle, Golf 2 & Polo 2 GP, OE Ref. 030105255E;HL;N-01-2-3-4;yes;0
SW11540;Reparaturblech für Federbeindom vorne links, Polo 1 und 2, OE Ref. 861809119A;HL;;no;0
SW11541;Reparaturblech für Federbeindom vorne rechts, Polo 1 und 2, OE Ref. 861809120A;HL;;no;0
SW11542;Spurstangenkopf rechts, für Passat B1, Polo, OE Ref. 811419812;HL;2-J2-502;yes;2
SW11543;Stoßstange vorne, verchromt vorbereitet für Gummileiste, für Polo 1, OE Ref. 861807111B;HL;;no;0
SW11544;Fahrwerksfeder hinten, Polo 1 Polo 2, OE Ref. 861511115D 951;HL;;no;0
SW11545;Motor-Stütze links für Polo 1 und 2 mit 4-Gang Getriebe, OE Ref. 871199301A;HL;M-05-5-2;yes;1
SW11546;Außenspiegel rechts für VW Polo 86C, OE Ref. 867857502B;HL;;no;0
SW11547;Kühlergrill für den Polo 86C OE Ref. 867853651H 01C;HL;;no;0
SW11548;Dichtung zwischen Getriebegehäuse und Lagerschild T3 bis Bj. 83 OE Ref. 002301191;HL;L-18-01-36;yes;2
SW11549;Getriebe Dichtungssatz T3 bis Bj. 83 OE Ref. 002301215A-091301131-002301191;HL;;no;0
SW11550;Getriebe Dichtungssatz T3 ab Bj. 83 OE Ref. 091301131-091301215A-091301191;HL;;no;0
SW11551;Dichtring 74X3 für Blechdeckel am Getriebe Gehäuse T3 Syncro OE Ref. 094311499;HL;2-M5-501-3;yes;1
SW11552;Getriebe Dichtungssatz T3 Syncro OE Ref. 091301131 091301215A 094311189;HL;;no;0
SW11553;Aufstellstütze für Dachentlüfter vom Westfalia Aufstelldach T3 OE Ref. 253070715A;HL;N-07-1-5-3;yes;2
SW11554;Drehknopf für Dachentlüfter am Westfalia Aufstelldach in Beige T3 OE Ref. 255070902E;HL;2-N11-601-6;yes;2
SW11555;Westfalia Aufkleber, Braun, für Hoch- und Aufstelldach T3 OE Ref. 255070732;HL;L-18-01-46;yes;0
SW11556;Westfalia Aufkleber, Silber, für Hoch- und Aufstelldach T3 OE Ref. 255070732;HL;2-N3-503-3;yes;2
SW11557;Westfalia Aufkleber, Gold, für Hoch- und Aufstelldach T3 OE Ref. 255070732;HL;2-N3-502-4;yes;2
SW11558;Dichtung, Getriebegehäuse Golf 1 &Co 1,5-1,6L bis Bj. 83 OE Ref. 020301191H;HL;2-M5-602;yes;2
SW11559;Dichtungssatz, 4 Gang Getriebe, Golf 1 &Co 1,5-1,6L bis Bj. 83, OE Ref. 020301191H 020498085;HL;;no;0
SW11561;Dichtungssatz für 5 Gang Getriebe Golf 1 &Co 1,5-1,8L Bj. 81-83 OE Ref. 020301191H-020301215C-020498;HL;;no;0
SW11562;Dichtungssatz für 5 Gang Getriebe Golf &Co 1,6-1,8L Bj. 83-87 OE Ref. 020301191F-020301215C-020498;HL;;no;0
SW11563;Dichtungssatz für 5 Gang Getriebe Golf &Co 1,6-1,8L ab Bj. 10/87 OE Ref. 020301191F-020301215C-02049;HL;;no;0
SW11564;Dichtungssatz für 4 Gang Getriebe Golf &Co 1,6-1,8L Bj. 83-87 OE Ref. 020301191F-020301215C-020498-C;HL;;no;0
SW11565;Dichtungssatz für 4 Gang Getriebe Golf &Co 1,6-1,8L ab Bj.10/87 OE Ref. 020301191F-020301215C-020498;HL;;no;0
SW11566;Simmerring, Getriebe Einganswelle Golf &Co bis 1,3L Hubraum OE Ref. 084311113A;HL;2-M1-303-4;yes;2
SW11567;Simmerring für Antriebswellenflansch Golf 1 &Co bis 1,3L Hubraum und Bj. 83 OE Ref. 014409399D;HL;2-M1-301-2;yes;2
