SKU;Variant HS Code
SW10415;87089997
SW10595;87089997
SW10596;87089997
SW10600;87089997
SW10602;87089997
SW10609;87089997
SW10619;87089997
SW10624;87089997
SW10637;87089997
SW10639;87089997
SW10640;87089997
SW10641;87089997
SW10643;39172900
SW10651;87089997
SW10652;87089997
SW10655;87089997
SW10686;87089997
SW10688;85122000
SW10689;85122000
SW10690;85122000
SW10691;85122000
SW10693;87089235
SW10694;87089235
SW10695;87089997
SW10699;87089235
SW10710;87089235
SW10711;87089235
SW10713;87089235
SW10721;87089235
SW10722;87089997
SW10723;87089997
SW10724;87089235
SW10725;87089235
SW10726;87089235
SW10727;87089997
SW10728;87089997
SW10729;87089997
SW10731;87089997
SW10732;87089997
SW10733;87089997
SW10736;87089997
SW10739;87089997
SW10740;87089997
SW10742;87089997
SW10754;87089997
SW10764;87089997
SW10767;87089997
SW10771;87089997
SW10775;87084099
SW10777;87089997
SW10778;87084099
SW10780;87084099
SW10782;87083099
SW10783;85443000
SW10784;85443000
SW10785;87089997
SW10789;87089997
SW10796;87089997
SW10636;87089997
SW10802;87089997
SW10803;87089997
SW10807;87082990
SW10812;87089997
SW10814;85113000
SW10816;85443000
SW10826;87089997
SW10827;87089997
SW10831;84145925
SW10836;87089997
SW10839;87089997
SW10841;84099100
SW10843;84139100
SW10844;84133080
SW10848;87089997
SW10850;87089997
SW10856;87089997
SW10859;87089997
SW10860;40069000
SW10865;87083099
SW10866;87089997
SW10867;83023000
SW10868;83023000
SW10869;83023000
SW10870;87089997
SW10872;87089997
SW10873;87089997
SW10874;87089997
SW10876;87089997
SW10879;87089997
SW10880;85113000
SW10888;87089997
SW10889;87089997
SW10890;87089997
SW10897;87089997
SW10906;87089997
SW10910;87089997
SW10912;87089997
SW10922;87089997
SW10923;87089997
SW10927;87089997
SW10928;87089997
SW10929;87089997
SW10933;87089997
SW10937;87089997
SW10938;87089997
SW10939;87089997
SW10942;87089997
SW10943;87089997
SW10945;87089997
SW10956;87089997
SW10963;87089997
SW10964;87089997
SW10990;87089997
SW10992;87089997
SW10993;87089390
SW10996;87089997
SW11004;73043982
SW11006;83012000
SW11007;83012000
SW11010;87089997
SW11011;87089997
SW11020;87089997
SW11024;87089997
SW11025;87089997
SW11027;87089997
SW11028;87089997
SW11045;87089997
SW11047;87089997
SW11048;87089997
SW11049;87089997
SW11050;87089997
SW11051;87089997
SW11052;87089997
SW11053;87089997
SW11055;87089997
SW11059;87089997
SW11062;87089997
SW11065;87089997
SW11067;87089997
SW11068;87089997
SW11070;87089997
SW11077;87089997
SW11083;87089997
SW11084;87089997
SW11086;87089997
SW11087;87089997
SW11088;87089997
SW11090;87089997
SW11094;87089997
SW11095;87089997
SW11096;87089997
SW11100;87089997
SW11101;87089997
SW11107;87089997
SW11113;87089997
SW11114;87089997
SW11115;87089997
SW11116;87089997
SW11119;87089997
SW11121;87089997
SW11122;87089997
SW11124;87089997
SW11126;87089997
SW11130;87089235
SW11131;87089235
SW11140;87089235
SW11141;87089997
SW11151;87089997
SW11153;87089997
SW11154;87089997
SW11155;87089997
SW11160;87089997
SW11166;87089997
SW11168;87089997
SW11176;87089997
SW11177;87089997
SW11179;87089997
SW11183;87089997
SW11196;87089997
SW11198;87089997
SW11199;87089997
SW11200;87089997
SW11201;87089997
SW11205;87089997
SW11206;87089997
SW11207;87089997
SW11218;87089997
SW11221;87089997
SW11222;87089997
SW11223;87089997
SW11227;40069000
SW11228;87089997
SW11229;87089997
SW11232;87089997
SW11237;87089997
SW11243;87089997
SW11250;87089997
SW11253;87089997
SW11257;87089997
SW11260;87089997
SW11261;87089997
SW11263;87089997
SW11275;87089997
SW11299;40131000
SW11302;87089997
SW11303;87089997
SW11304;87089997
SW11306;87089997
SW11308;87089997
SW11310;87089997
SW11311;87089997
SW11313;87089997
SW11319;87089997
SW11321;87089997
SW11322;87089997
SW11345;87089997
SW11346;87089997
SW11347;87089997
SW11349;87089997
SW11359;87089997
SW11363;87089997
SW11364;87089997
SW11372;87089997
SW11380;87089997
SW11382;87089997
SW11383;87089997
SW11384;87089997
SW11389;87089997
SW11390;87089997
SW11395;87089997
SW11396;87089997
SW11397;87089997
SW11398;87089997
SW11399;87089997
SW11400;87089997
SW11401;87085099
SW11403;87089997
SW11404;87089997
SW11411;84099100
SW11412;87089997
SW11414;87089997
SW11420;87089997
SW11425;87089997
SW11314;87089997
SW11315;87089997
SW11429;87089997
SW11430;87084099
SW11435;87089997
SW11436;83023000
